https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_9791712493	L1
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0395866701	L8
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5908338569	L9
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1722659055	L10
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0640578185	L11
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_4354532697	L12
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0866175627	L13
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5120907681	L14
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_9284620183	L15
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0280408353	L16
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_7357417679	L17
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5316530641	L18
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_9607027820	L19
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_2215940394	L20
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1675918751	L21
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1731334019	L23
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_7726108244	L24
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0859651484	L25
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1107746787	L26
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5390296330	L27
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5773920015	L28
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_3731702189	L29
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0568391951	L30
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_2120235636	L31
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_3603179955	L32
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8442215795	L33
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_2384746479	L34
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5423770824	L35
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1035725109	L36
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0096061789	L37
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8354191765	L38
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_3119686989	L39
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8993603087	L40
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_9922540985	L41
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0425448775	L42
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_9717240153	L43
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_6261674995	L44
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0343590041	L45
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_3328095394	L46
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8886577846	L47
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_7594706473	L48
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5285513263	L49
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_6218574842	L50
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8264677449	L51
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5468259737	L52
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_4839426437	L53
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_4181965171	L54
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_6288922223	L55
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_6731010491	L56
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_8235856467	L57
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_2810156562	L58
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0780304640	L59
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_6748379076	L60
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_2883412164	L61
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_1000209389	L62
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_5894015457	L63
https://github.com/sinaahmadi/KurdishLexicography/lex_kmr_0384095755	L64
